Instructor,Course Title,Section,Course ID,Online course materials were organized to help me navigate th…,Online interactions with my instructor created a sense of conne…,Online course interactions created a sense of community and…,I had the necessary computer skills and technology to success…,The syllabus was accurate and helpful in delineating expectati…,Required and additional course materials were helpful in achie…,In-class sessions were helpful for learning.,Out-of-class assignments and/or fieldwork were helpful for lear…,This course was intellectually challenging.,I learned a lot in this course.,The instructor came to class prepared to teach.,The instructor used class time effectively.,The instructor clearly communicated ideas and information.,The instructor provided sufficient feedback.,The instructor fairly evaluated my performance.,The instructor was available to assist students outside of class.,The instructor facilitated a respectful and inclusive learning env…,The instructor displayed enthusiasm for the course.,What is your overall rating of this instructor's teaching effective…,The Syllabus Provided a clear description of course goals and…,The textbook(s) helped me to learn.,"The materials used in this course (lectures, videos, ect.) were…",The assignments and fieldwork helped me to learn.,The lectures helped me to learn.,The course discussions and activities helped me to learn.,The technology used in this course helped me to learn,I found this course intellectually challenging.,I would recommend this course to other students.,I learned to apply course concepts and principles.,I developed additional communication skills in this course.,"I learned to analyze and evaluate ideas, arguments, and points…",Working with my classmates in this course helped me to learn.,I had the necessary technological skills for this course.,Technical support was available when needed.,The amount of interaction with the lead instructor met my learn…,The lead instructor clearly communicated ideas and information.,The lead instructor demonstrated expertise in the subject matter.,The lead instructor clearly stated the objectives of the course.,The lead instructor covered material stated in the course objec…,The section instructor fairly evaluated my performance.,The section instructor provided feedback that was timely and v…,I would recommend this section instructor to other students.,The section instructor treated students with respect.,The section instructor acknowledged and took effective action…,The section instructor was able to address my content questio…,The section instructor displayed enthusiasm for the course.,The amount of interaction with my section instructor met my le…
"Shridhar, Rajiv",Internet Protocols/Architectre,01,32592,0.0,0.6,0.1,-0.5,-0.5,-0.4,0.1,0.0,-0.4,0.5,-0.1,0.5,0.5,0.1,0.5,0.6,0.4,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jones Jr, James",Linux for Network Engineers,01,31707,-0.8,-1.4,-1.4,-0.8,-0.2,-0.1,-0.1,-0.2,-0.4,-0.5,0.1,0.2,0.2,-0.1,0.2,0.6,0.4,0.4,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Herrero, Rolando",Fundamental Internet of Things,01,39856,0.5,0.6,0.6,0.3,0.5,0.6,0.6,0.5,0.1,0.5,0.4,0.5,0.5,0.6,0.5,0.6,0.4,0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Herrero, Rolando",Fundamental Internet of Things,02,35412,0.2,0.2,0.0,-0.1,-0.5,-0.4,-0.4,-0.4,-0.3,-0.4,-0.5,-0.5,-0.5,-0.4,-0.4,-0.3,-0.5,-0.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"King, Andrew",Connected Devices,01,35413,0.5,0.6,0.6,0.0,0.3,0.6,0.6,0.0,-0.1,0.3,0.4,0.5,0.5,0.4,0.3,0.6,0.4,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Murthy, Abhishek",Special Topics: IoT,01,39832,-2.5,-2.4,-1.4,-2.5,-2.0,-1.9,-1.4,-1.0,0.1,-1.0,-2.1,-1.0,-2.0,-2.4,-1.0,-3.4,-0.1,-0.1,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"King, Andrew",Building Digital Twins,02,40261,0.5,0.6,0.6,0.5,0.5,0.6,0.6,0.5,0.6,0.5,0.4,0.5,0.5,0.6,0.5,0.6,0.4,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mukherjee, Ritesh",Special Topics: IoT,03,40727,-0.2,0.0,-0.1,-0.2,-0.2,-0.1,-0.1,-0.4,0.0,-0.1,-0.3,-0.2,-0.2,0.0,-0.2,-0.3,-0.2,-0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Carr, Jonathan",Introduction to Theatre,01,30293,0.1,-0.5,-0.1,-0.3,-0.3,-0.3,-0.3,-0.2,-0.1,-0.3,-0.3,-0.2,-0.1,0.0,0.0,-0.3,-0.6,-0.1,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Allen, Gregory",Improvisation,01,33262,-0.5,0.2,0.6,0.1,-0.6,-0.5,0.0,-0.8,-0.5,-0.2,0.0,-0.4,-0.1,-0.1,0.2,-0.3,0.0,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hinson, John",Improvisation,02,33984,0.3,-0.3,0.4,0.2,0.3,0.3,0.2,0.2,-0.2,0.1,0.2,0.2,0.1,0.2,0.0,0.2,0.0,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boehm, Samantha",Improvisation,03,38833,0.1,-0.2,-0.1,0.1,0.2,0.2,0.1,0.1,-0.1,0.1,0.1,0.2,0.0,-0.1,-0.1,0.1,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hinson, John",Improvisation,04,35645,0.0,0.1,-0.2,-0.3,0.2,0.0,0.2,-0.2,0.1,0.2,0.2,0.3,0.1,0.2,0.2,0.0,0.0,-0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Staroselsky, Dennis",Improvisation,05,38834,-0.1,0.0,0.2,0.3,0.1,0.1,0.2,-0.2,0.3,0.3,0.2,0.3,0.2,0.0,0.1,-0.1,0.1,0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Talmadge, Victor",Improvisation,30,40666,-1.0,-1.2,-1.1,-1.4,-0.4,-0.4,-0.2,-0.5,-0.7,-0.6,-0.6,-0.5,-0.6,-0.3,-0.1,-0.5,-0.7,-0.5,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Carr, Jonathan",Introduction to Acting,01,30292,0.4,-0.2,0.4,0.1,0.1,0.1,0.0,0.2,0.2,0.2,0.0,0.1,0.0,0.2,0.1,-0.1,-0.1,-0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Carr, Jonathan",Introduction to Acting,02,30291,0.3,0.1,0.2,0.2,0.1,0.0,0.1,0.1,0.5,0.2,0.1,0.2,0.0,0.0,-0.4,-0.3,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hinson, John",Introduction to Acting,03,31940,0.1,-0.2,-0.3,0.0,0.0,-0.1,0.0,0.1,0.0,-0.1,0.0,0.1,0.0,0.1,0.1,-0.2,-0.1,-0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Allen, Gregory",Introduction to Acting,04,35641,-0.3,-0.4,-0.2,-0.1,-0.2,-0.2,0.0,-0.1,0.0,0.1,-0.1,0.1,0.1,0.2,0.2,0.1,0.0,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sidmore, Mara",Introduction to Acting,05,41195,-0.1,-0.5,0.0,-0.3,0.1,-0.3,0.2,0.3,-0.1,0.2,0.2,0.1,0.2,0.0,0.3,0.5,0.1,0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Smith Rapoport, Caitlin",Intro to Technical Theatre,01,31776,0.1,0.0,0.0,-0.1,0.0,0.1,-0.2,-0.1,0.0,-0.2,-0.2,-0.1,-0.4,-0.1,-0.1,0.1,-0.2,-0.5,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boehm, Samantha",Dynamic On-Screen Presenter,02,36192,0.0,0.4,0.5,0.2,-0.1,-0.2,0.0,0.1,-0.5,-0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.1,0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vital, Regine","Race, Power, and Performance",01,38835,-2.2,-1.8,-1.7,0.0,-1.9,-0.9,-0.8,-1.2,-1.8,-1.3,-1.5,-1.7,-0.8,-1.7,-1.7,-1.2,-0.2,-0.6,-1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McSherry, Frances",Evolution Fashion and Costume,01,38836,0.1,0.1,-0.1,0.0,0.3,0.3,0.2,0.2,0.0,0.4,0.2,0.2,0.1,0.2,0.3,0.4,0.1,0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McSherry, Frances",Introduction to Global Fashion,01,35299,-0.2,0.3,0.1,0.3,-0.1,-0.1,-0.3,-0.2,0.4,0.1,0.0,0.1,0.0,0.0,-0.5,0.0,-0.1,-0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McSherry, Frances",Intro to Theatrical Design,01,32550,-0.2,0.2,-0.4,0.0,-0.3,0.1,-0.1,-0.8,0.2,-0.6,0.2,0.3,0.2,0.0,0.0,-0.2,-0.2,0.1,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Allen, Gregory",Musical Theatre Performance,01,34692,0.5,0.5,0.6,0.3,0.4,0.4,0.2,0.5,0.9,0.4,0.2,0.3,0.2,0.3,0.3,0.5,0.1,0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ball, Megan",Fashion Retailing,01,39789,0.3,0.4,0.5,0.1,0.2,0.2,0.0,0.3,0.3,0.0,0.0,0.1,0.0,0.1,0.2,0.3,0.0,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lopez, Melinda",Playwriting,01,31775,0.5,0.5,0.6,0.3,0.4,0.4,0.2,0.5,0.9,0.4,0.2,0.3,0.2,0.3,0.3,0.5,0.1,0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Staroselsky, Dennis",Acting for the Camera,01,32433,-0.2,-0.2,0.0,0.2,-0.1,0.0,0.1,0.3,-0.1,-0.2,0.1,-0.3,-0.2,0.1,0.2,-0.7,-0.3,-0.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Smith Rapoport, Caitlin",Lighting Design,01,34693,-0.3,-0.2,-0.4,-0.7,-0.4,-0.6,-0.2,-0.5,0.3,0.0,-0.2,-0.3,-0.4,0.1,-0.1,0.1,0.1,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Re, Sylvi",Fashion Const/Pattern Making,01,37013,-0.5,0.0,-0.4,-0.2,-0.3,-0.4,0.0,-0.2,0.2,0.1,0.0,-0.5,-0.5,0.1,0.1,-0.2,-0.1,0.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Smith Rapoport, Caitlin",Scenic Design,01,38837,-0.2,0.0,-1.4,0.1,-0.1,-0.3,-0.3,-0.2,-0.1,-0.3,-0.3,-0.4,-0.3,-0.2,0.1,0.3,0.1,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lopez, Melinda",Women in Theatre,01,38838,0.5,0.5,0.6,0.3,0.4,0.4,0.2,0.5,0.9,0.4,0.2,0.3,0.2,0.3,0.3,0.5,0.1,0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ocampo-Guzman, Antonio",Voice and Speech Training,01,36197,-0.5,-0.8,-0.7,-0.4,0.2,0.2,0.2,0.5,0.7,0.4,0.2,0.3,0.2,0.1,0.1,0.3,0.1,0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snyder-Young, Dani",Capstone: CP Research Project,01,30019,0.3,0.2,0.6,0.3,0.4,0.4,-0.6,0.3,0.5,0.2,0.2,0.1,0.2,0.3,0.1,0.5,-0.1,-0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Abels, Margot",Intro Womens/Gender/Sexuality,01,32011,-1.0,-0.3,-0.1,-0.2,-0.2,-0.1,0.4,0.0,0.1,0.1,0.2,0.3,0.3,0.2,-0.2,0.0,0.2,0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shibley, Natalie","Gender, Race, and Medicine",01,34953,-0.2,-0.9,-0.9,0.2,0.4,0.4,0.1,-0.1,-0.5,0.4,0.2,0.1,0.1,-0.2,0.0,0.3,0.3,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Davis, Patricia",Communication and Gender,02,36758,-0.2,0.0,0.1,0.0,0.2,-0.1,0.3,0.0,-0.1,0.2,0.2,0.2,0.2,0.1,0.3,0.1,0.2,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"El idrissi, Salma",Communication and Gender,03,32018,0.2,-0.3,-0.1,0.0,0.2,0.0,-0.4,-0.1,-0.9,-0.3,-0.1,-0.1,-0.1,-0.4,0.1,-0.3,-0.1,-0.4,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"El idrissi, Salma",Communication and Gender,04,34070,0.2,0.5,0.5,0.1,0.3,0.2,0.0,0.0,-1.1,0.3,0.3,0.2,0.2,-0.2,0.4,0.1,0.3,0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shibley, Natalie",Gender/Sexuality in World Hist,01,39371,0.3,0.2,-0.1,0.2,0.4,0.3,0.2,0.3,-0.2,0.3,0.2,0.1,0.2,0.4,0.3,0.1,0.1,-0.4,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aljoe, Nicole",Postcolonial Women Writers,01,39097,0.3,0.4,0.9,0.1,0.3,0.1,0.4,0.5,0.1,-0.1,0.2,0.3,0.3,0.0,0.0,0.3,0.2,0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kaplan, Carla",American Women Writers,01,39372,-0.9,-1.0,-0.3,-0.1,-0.1,0.2,0.1,-0.1,0.1,0.1,0.0,-0.4,0.0,0.2,0.0,0.2,0.0,0.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brown, Layla",Gender/Justice/Transnat Activ,01,39373,-0.3,-0.7,-0.3,0.0,-0.5,-0.2,-0.7,-0.5,-0.5,-0.4,-0.5,-0.8,-0.4,-1.5,-0.8,-0.2,0.0,0.1,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Botchkovar, Ekaterina","Gender, Crime, and Justice",01,34782,0.1,0.0,-0.1,0.2,0.1,0.1,0.0,0.2,-0.2,0.2,0.3,0.3,0.4,0.4,0.3,0.2,0.3,0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ahnert, Laurel",Gender and Film,01,34072,0.3,0.4,0.5,0.1,0.3,0.3,0.5,0.3,0.2,0.4,0.3,0.3,0.3,0.6,0.4,0.3,0.3,0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adler, Libby","Sexuality, Gender, and the Law",01,34813,-0.3,-0.4,-0.3,0.0,0.1,0.5,0.4,0.1,0.4,0.2,0.3,0.4,0.3,0.0,-0.1,0.1,0.4,0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Powell, Patricia",Gender  Black World Lit,30,40696,-0.5,0.2,0.4,0.3,-0.5,-0.4,0.6,0.2,0.6,0.6,-0.1,-0.5,0.5,0.2,0.0,0.0,0.4,0.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Petit, Matthew",Fin Reptg & Manag Dec Mkg 2,01,30724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chuah, Kevin",Bus Dec Mkng in Dev Cntry Envn,01,36152,0.1,0.0,0.1,0.1,0.2,0.2,0.0,0.1,-0.3,0.0,0.0,0.0,-0.1,0.0,0.1,0.1,0.1,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chuah, Kevin",Bus Dec Mkng in Dev Cntry Envn,02,36153,-0.2,-0.1,-0.3,-0.4,-0.1,-0.3,0.0,0.0,0.2,0.0,-0.2,-0.1,-0.1,0.1,-0.2,0.0,-0.1,-0.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chuah, Kevin",Bus Dec Mkng in Dev Cntry Envn,03,36154,-0.1,-0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.1,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nasralah, Tareq",Data Wrangling for Business,01,35272,0.7,0.2,0.2,-0.5,0.3,0.1,0.5,0.0,0.6,0.6,-0.1,0.3,0.1,0.5,0.1,-0.1,-0.1,-0.3,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lee, Yang","Bus Info Design, Qual, Stratgy",01,32753,-0.8,-0.3,-0.3,0.5,-0.2,-0.1,-0.3,0.0,-0.4,-0.4,0.1,-0.2,-0.1,-0.3,-0.1,0.1,0.1,0.2,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Crossing, Adrianna","Race, Ethnicity, & Hlth in US",03,39234,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.4,0.1,0.0,-0.1,0.2,0.0,0.0,0.1,0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trisolini, Michael",PH Admin/Policy,03,39235,-0.2,0.0,0.0,0.1,0.0,-0.3,0.0,0.0,-0.1,-0.5,-0.1,0.0,0.3,-0.2,0.0,0.0,-0.2,-0.5,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Arcadipone, Diana",Arts and Culture Leadership,01,13163,0.4,0.5,0.4,0.1,0.5,0.4,0.4,0.5,0.4,0.5,0.3,0.3,0.4,0.4,0.4,0.2,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kenyon, Arnold",Advocacy and the Arts,01,14914,0.2,-0.5,0.2,0.1,0.3,0.4,-0.1,0.3,0.4,0.3,-0.2,-0.2,0.2,0.2,0.4,0.2,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Evans, Darren",Programming and Engagement,01,14915,0.4,0.5,0.4,0.1,0.5,0.4,0.4,0.5,0.4,0.5,0.3,0.3,0.4,0.4,0.4,0.2,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Evans, Brooke",Building Value Cultural Enterp,01,14916,0.4,0.5,0.4,0.1,0.0,-0.1,-0.6,0.0,-0.1,0.5,-0.7,-0.2,0.4,-0.1,-0.1,-0.3,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sidmore, Mara",Fundraising in the Arts,01,19537,0.4,0.5,0.4,0.1,0.5,0.4,0.4,0.5,0.4,0.5,0.3,0.3,0.4,0.4,0.4,0.2,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Glencross, John",Financl Accounting  Reporting,01,10403,-0.2,-0.4,-0.6,-0.4,-0.4,-0.3,-0.7,0.0,-0.3,-0.3,-0.5,-0.6,-0.5,-0.8,-0.7,-0.1,-0.5,-0.1,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vittori, Kamber",Financl Accounting  Reporting,02,10402,0.4,0.4,0.3,0.2,0.2,0.3,0.5,0.4,0.1,0.3,0.2,0.4,0.5,0.5,0.2,0.2,0.2,0.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vittori, Kamber",Financl Accounting  Reporting,03,12042,0.3,0.5,0.2,0.1,0.1,0.3,0.5,0.3,0.0,0.4,0.1,0.3,0.5,0.6,0.2,0.2,0.2,0.1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ginsberg, Laurance",Financl Accounting  Reporting,04,10474,0.0,-0.1,-0.2,0.0,-0.1,-0.1,-0.4,-0.3,-0.1,-0.4,-0.1,-0.1,-0.3,-0.3,-0.4,-0.1,-0.2,-0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ginsberg, Laurance",Financl Accounting  Reporting,05,10401,0.2,0.1,0.1,0.2,0.2,0.0,-0.1,0.2,0.4,0.2,0.2,0.3,0.1,0.2,0.1,0.2,0.2,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Xiao, Xia",Financl Accounting  Reporting,06,10400,0.2,-0.1,-0.4,-0.3,0.2,0.1,0.4,0.4,0.3,0.2,0.2,0.4,-0.3,-0.1,-0.1,0.1,-0.2,0.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Xiao, Xia",Financl Accounting  Reporting,07,10818,0.3,0.4,0.1,0.3,0.2,0.5,0.6,0.7,-0.5,0.4,0.4,0.5,0.4,0.4,0.2,0.2,0.2,0.3,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Glencross, John",Financl Accounting  Reporting,08,11224,-0.5,-0.4,-0.6,-0.3,-0.5,-0.4,-1.3,-0.6,-0.2,-1.0,-0.4,-1.2,-1.1,-0.9,-0.4,0.0,-0.4,-0.1,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wang, Shuyang",Financl Accounting  Reporting,09,11291,0.3,0.0,-0.1,0.0,0.1,0.3,0.3,0.2,0.3,0.4,0.3,0.4,0.2,-0.1,-0.1,0.0,0.0,-0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wang, Shuyang",Financl Accounting  Reporting,10,11292,0.3,0.2,0.1,0.1,0.0,0.0,-0.1,-0.3,0.1,0.2,0.1,0.3,0.1,-0.2,-0.2,-0.4,0.0,-0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bogdani, Evisa",Financl Accounting  Reporting,11,11731,0.2,0.0,-0.2,-0.1,0.0,0.0,0.2,0.1,0.2,0.1,0.2,0.3,0.0,0.2,0.1,0.1,0.1,-0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bogdani, Evisa",Financl Accounting  Reporting,12,12043,0.2,0.2,-0.1,-0.2,-0.1,0.0,-0.2,0.1,0.1,-0.1,0.0,0.1,-0.2,-0.4,-0.1,0.0,-0.2,-0.4,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bogdani, Evisa",Financl Accounting  Reporting,13,12489,0.0,-0.1,-0.5,-0.2,-0.1,0.0,-0.2,-0.1,-0.1,0.0,-0.1,0.0,-0.4,-0.2,-0.3,-0.1,-0.2,-0.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Witte, Annie",Financl Accounting  Reporting,14,12938,0.3,0.4,0.6,0.2,0.3,0.4,0.6,0.2,0.4,0.4,0.3,0.5,0.5,0.6,0.3,0.4,0.4,0.4,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Witte, Annie",Financl Accounting  Reporting,15,13326,0.3,0.4,0.5,0.2,0.3,0.4,0.5,0.0,0.3,0.2,0.2,0.3,0.5,0.3,0.2,0.3,0.2,0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pritchett, Andrieta",Financl Accounting  Reporting,16,13967,0.2,0.5,0.2,0.2,0.2,0.3,0.0,0.4,0.2,0.4,0.1,0.3,0.3,0.5,0.4,0.3,0.3,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Flake, Jared",Financl Accounting  Reporting,17,14566,0.1,0.3,0.1,0.1,0.2,0.0,0.0,-0.1,0.2,0.2,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Flake, Jared",Financl Accounting  Reporting,18,14567,0.1,0.0,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.0,0.1,0.1,0.0,0.2,0.2,0.1,0.2,0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goldman, William",Financl Accounting  Reporting,19,14579,,,,,,,,,,0.1,,,,,,,,,,-0.1,0.3,0.6,0.3,0.9,0.7,0.2,0.3,0.7,0.4,0.3,0.3,0.9,0.2,-0.1,1.0,0.7,0.6,0.8,-0.5,-0.3,-0.5,0.4,0.0,0.1,0.0,0.0,-0.1
"Witte, Annie",Financl Accounting  Reporting,20,18591,0.4,0.8,0.5,0.1,0.2,0.3,0.4,0.2,0.4,0.3,0.3,0.4,0.4,0.2,0.2,0.0,0.2,0.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ruff, Michael",Financl Accounting  Reporting,21,18592,-0.1,-0.4,-0.5,0.0,0.0,0.0,-0.2,0.1,0.0,0.2,0.1,0.0,-0.1,0.0,0.0,0.0,0.2,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Regan, James",Financl Accounting  Reporting,22,18873,-1.8,-1.6,-1.4,-1.1,-1.4,-1.0,-1.8,-0.9,-0.7,-1.0,-1.2,-1.7,-1.6,-1.6,-0.9,-1.5,-1.0,-1.8,-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wellman, Kelly",Financl Accounting  Reporting,30,18367,-0.9,-1.3,-1.4,-0.7,-0.7,-0.8,-2.0,-0.9,-0.6,-1.2,-1.7,-1.6,-1.6,-1.4,-1.1,-1.3,-0.7,-1.5,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wellman, Kelly",Financl Accounting  Reporting,31,21054,-1.1,-1.5,-1.5,-0.7,-0.9,-0.9,-2.1,-1.0,-0.6,-1.5,-1.8,-1.9,-1.7,-1.5,-0.9,-1.6,-1.1,-2.0,-1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hightower, Sonja",Financl Accounting  Reporting,32,21055,0.1,-0.2,-0.6,-0.4,-0.1,-0.1,-0.3,-0.3,0.2,-0.3,0.0,0.0,-0.2,-0.4,-0.5,-0.2,-0.4,-0.2,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hightower, Sonja",Financl Accounting  Reporting,33,21056,0.1,-0.3,-0.8,0.0,-0.1,-0.1,-0.1,-0.2,-0.1,-0.1,0.0,0.1,-0.2,-0.4,-0.4,-0.1,-0.5,-0.4,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Petit, Matthew",Financl Accounting  Reporting,34,21310,0.0,-0.1,-0.6,0.0,0.0,-0.1,-0.3,-0.1,0.3,-0.2,0.1,0.1,-0.1,-0.1,-0.3,0.0,-0.1,0.0,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jones, Jeremy",Financl Accounting  Reporting,35,21311,-0.4,0.0,-0.2,0.0,-0.2,0.1,0.0,0.1,0.4,0.0,-0.1,-0.1,-0.2,-0.3,-0.2,-0.4,-0.3,-0.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Regan, James",Financl Accounting  Reporting,01,10799,-2.0,-3.0,-2.1,-0.4,-0.9,-1.3,-1.9,-1.1,-0.3,-1.2,-1.1,-1.9,-1.7,-2.2,-1.4,-2.3,-1.0,-1.0,-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goldman, William",Financl Accounting  Reporting,02,10800,0.4,0.5,0.5,0.1,0.2,0.2,0.6,0.3,0.1,0.4,0.4,0.3,0.6,0.5,0.3,0.0,0.3,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"O'Kelly, Peggy",Financl Accounting  Reporting,03,11096,,,,,,,,,,0.4,,,,,,,,,,0.6,0.5,-0.3,0.3,-0.2,-0.2,0.7,0.7,0.3,0.2,0.9,0.6,-0.4,0.5,0.8,0.8,0.4,0.4,0.1,0.3,0.9,0.9,0.7,0.7,0.4,0.3,0.9,0.4
"Goldman, William",Financl Accounting  Reporting,03,11096,,,,,,,,,,0.4,,,,,,,,,,0.6,0.5,-0.3,0.3,-0.2,-0.2,0.7,0.7,0.3,0.2,0.9,0.6,-0.4,0.5,0.8,0.8,0.4,0.4,0.1,0.3,0.9,0.9,0.7,0.7,0.4,0.3,0.9,0.4
