Instructor,Course Title,Section,Course ID,Online course materials were organized to help me navigate th…,Online interactions with my instructor created a sense of conne…,Online course interactions created a sense of community and…,I had the necessary computer skills and technology to success…,The syllabus was accurate and helpful in delineating expectati…,Required and additional course materials were helpful in achie…,In-class sessions were helpful for learning.,Out-of-class assignments and/or fieldwork were helpful for lear…,This course was intellectually challenging.,I learned a lot in this course.,The instructor came to class prepared to teach.,The instructor used class time effectively.,The instructor clearly communicated ideas and information.,The instructor provided sufficient feedback.,The instructor fairly evaluated my performance.,The instructor was available to assist students outside of class.,The instructor facilitated a respectful and inclusive learning env…,The instructor displayed enthusiasm for the course.,What is your overall rating of this instructor's teaching effective…,The Syllabus Provided a clear description of course goals and…,The textbook(s) helped me to learn.,"The materials used in this course (lectures, videos, ect.) were…",The assignments and fieldwork helped me to learn.,The lectures helped me to learn.,The course discussions and activities helped me to learn.,The technology used in this course helped me to learn,I found this course intellectually challenging.,I would recommend this course to other students.,I learned to apply course concepts and principles.,I developed additional communication skills in this course.,"I learned to analyze and evaluate ideas, arguments, and points…",Working with my classmates in this course helped me to learn.,I had the necessary technological skills for this course.,Technical support was available when needed.,The amount of interaction with the lead instructor met my learn…,The lead instructor clearly communicated ideas and information.,The lead instructor demonstrated expertise in the subject matter.,The lead instructor clearly stated the objectives of the course.,The lead instructor covered material stated in the course objec…,The section instructor fairly evaluated my performance.,The section instructor provided feedback that was timely and v…,I would recommend this section instructor to other students.,The section instructor treated students with respect.,The section instructor acknowledged and took effective action…,The section instructor was able to address my content questio…,The section instructor displayed enthusiasm for the course.,The amount of interaction with my section instructor met my le…,The work we did in the laboratory course helped me to perform…,The work we did in the lecture course helped me to perform be…,The undergraduate teaching fellow (undergraduate teaching a…,If this course had teaching assistants that held regular office h…,I was able to follow the pace of the lecture and understood the…,The grading of quizzes and case studies was fair.,I felt comfortable to ask questions. I felt comfortable to voice cr…,The real-life anecdotes and hands-on experience and insights…
"Sun, Tingyu",Lab for CHEM 2311,65,13317,-1.3,-2.5,-2.4,1.0,0.1,-0.8,0.3,0.8,-0.4,-0.2,0.4,0.6,0.9,1.0,0.7,0.7,0.5,0.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Barnsley, Kelly",Lab for CHEM 2311,66,13318,0.2,-0.5,-0.6,0.3,-0.9,-0.5,-0.2,-0.9,-0.4,-0.7,-0.3,-0.1,0.2,-0.2,-0.5,-1.3,-0.2,-0.7,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Armendarez, Olivia",Lab for CHEM 2311,67,13374,1.2,0.0,0.1,1.0,0.1,0.7,0.8,-0.2,0.1,0.3,0.4,0.6,0.9,1.0,0.7,0.7,0.0,0.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Armendarez, Olivia",Lab for CHEM 2311,68,13375,0.2,0.7,0.6,-0.7,0.3,-0.8,0.6,0.0,-0.6,0.1,0.4,0.6,0.9,1.0,0.7,0.7,0.5,0.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Barnsley, Kelly",Lab for CHEM 2311,69,14212,1.0,1.3,0.9,1.0,0.6,0.7,0.6,0.3,0.1,0.3,0.4,0.6,0.7,1.0,0.5,0.5,0.5,0.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Barnsley, Kelly",Lab for CHEM 2311,70,14213,-0.4,1.1,1.2,-0.4,0.0,0.1,0.2,0.0,-0.2,0.0,-0.4,-0.2,0.1,0.2,-0.1,-0.5,-0.3,-0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ahn, Jiyoun",Lab for CHEM 2311,71,20284,1.0,0.3,0.4,-0.2,0.2,-0.5,0.4,-0.2,-0.8,0.0,-0.8,-0.4,0.1,0.2,0.5,-1.1,0.3,-0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Barnsley, Kelly",Lab for CHEM 2311,72,20285,0.5,-1.2,-1.1,0.3,-0.1,0.0,0.5,0.1,-0.4,-0.5,-0.3,-0.1,0.2,0.0,-0.3,0.0,-0.2,-0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Barnsley, Kelly",Lab for CHEM 2311,73,20286,0.5,-0.8,-0.7,0.3,0.6,-0.3,0.8,0.5,0.3,0.8,0.4,0.6,0.9,1.0,0.7,0.7,0.5,0.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Danahy, Kelley",Organic Chemistry 2,01,10185,0.4,0.0,-0.1,0.2,0.3,-0.1,0.3,0.1,0.4,0.3,0.1,0.0,-0.1,0.3,0.2,0.3,0.3,0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mathews, Jude",Organic Chemistry 2,02,12392,0.3,0.5,0.4,0.1,0.1,0.3,0.6,0.3,0.2,0.4,0.3,0.4,0.6,0.0,0.2,0.1,-0.2,0.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mathews, Jude",Organic Chemistry 2,03,13933,0.5,0.9,0.5,0.6,0.4,0.3,0.7,0.4,0.4,0.6,0.3,0.4,0.7,0.4,0.4,0.3,-0.2,0.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trombley, Roger",Lab for CHEM 2313,01,11000,0.4,-0.9,-0.6,0.0,-0.2,-0.3,0.4,-0.8,-1.2,-1.0,0.0,0.2,0.1,-1.2,-0.7,-1.3,0.3,-0.1,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trombley, Roger",Lab for CHEM 2313,02,10241,0.9,-0.8,-0.7,-2.3,0.6,0.7,0.5,0.5,-0.4,-0.2,0.1,0.3,0.6,0.7,0.4,0.4,0.2,0.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ahn, Jiyoun",Lab for CHEM 2313,05,11347,0.8,0.6,0.7,0.7,0.0,0.0,0.5,0.5,-0.5,0.2,0.1,0.3,0.6,0.7,0.6,0.3,0.4,0.4,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cai, Jiansong",Lab for CHEM 2313,06,13948,0.5,-1.2,-1.1,0.7,0.3,0.4,-0.2,-0.9,-1.1,-1.5,-0.3,-0.1,-0.4,0.0,0.0,0.0,0.2,-0.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cai, Jiansong",Lab for CHEM 2313,07,11535,-1.0,-0.7,-0.8,-1.0,0.4,0.5,0.0,0.2,0.0,0.2,0.0,0.2,0.3,0.4,0.3,0.1,-0.1,-0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shafique, Atif",Lab for CHEM 2313,08,13949,-0.2,-0.8,-0.8,-1.1,0.2,-0.4,0.1,-0.5,-0.5,-0.3,-1.3,-0.5,-1.7,-1.0,-0.4,-1.0,-0.9,-1.2,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cai, Jiansong",Lab for CHEM 2313,09,12346,-0.1,-1.5,-1.4,0.0,-0.4,-1.0,-0.9,-1.5,-1.4,-1.9,-0.6,-1.1,-1.8,-1.3,-0.3,-1.6,-1.2,-2.2,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cai, Jiansong",Lab for CHEM 2313,10,13950,0.8,0.1,0.2,0.8,0.6,0.3,0.8,0.2,0.0,0.2,0.4,0.6,0.9,0.8,0.7,0.1,0.3,0.1,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wei, Yun",Lab for CHEM 2313,11,12348,0.0,0.0,0.1,-0.2,0.6,0.7,0.8,0.3,0.6,0.8,0.4,0.6,0.4,1.0,0.7,0.7,0.5,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cai, Jiansong",Lab for CHEM 2313,12,13951,0.9,-1.2,-0.7,0.7,0.3,0.4,-0.9,-0.5,-0.4,-0.5,0.1,0.3,0.2,0.3,0.4,-0.3,0.2,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lin, Jiachen",Lab for CHEM 2313,13,12778,0.9,0.8,0.9,0.7,0.6,-0.3,0.8,0.8,0.3,0.5,0.1,0.6,0.9,0.0,0.0,0.7,0.5,0.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ahn, Jiyoun",Lab for CHEM 2313,14,12779,0.8,-0.9,-0.8,-0.4,0.4,-0.1,0.4,-0.2,-0.6,-0.4,0.0,0.4,0.7,0.4,0.5,-0.3,0.1,0.1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shafique, Atif",Lab for CHEM 2313,15,13306,-1.1,-1.5,-1.4,-1.3,-0.4,-0.3,0.3,-0.2,0.1,-0.2,-0.1,0.1,-0.1,0.0,0.2,0.2,0.0,-0.5,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cai, Jiansong",Lab for CHEM 2313,17,13312,1.2,-1.0,-0.9,1.0,0.6,-1.0,-1.2,-1.2,-2.1,-1.2,-1.6,-1.1,-1.1,-1.0,-0.3,-1.3,-1.2,-1.8,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cai, Jiansong",Lab for CHEM 2313,18,13313,0.7,0.0,0.1,1.0,0.1,-0.3,0.3,-0.2,0.1,-0.2,-0.6,-0.9,-0.1,0.5,0.7,-0.3,0.0,0.0,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sun, Tingyu",Lab for CHEM 2313,20,13316,1.2,2.2,1.9,1.0,0.3,0.4,0.8,0.8,-0.1,0.5,0.1,0.3,0.6,0.7,0.4,0.0,0.2,0.2,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trombley, Roger",Lab for CHEM 2313,22,13319,-0.3,-0.2,-0.1,-0.2,0.4,0.7,0.8,0.6,0.1,0.6,0.4,0.6,0.9,0.5,0.7,0.7,0.5,0.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Diagne, Khaly",Lab for CHEM 2313,23,13952,1.0,0.8,0.9,0.8,0.4,0.5,0.6,-0.2,-0.9,0.1,0.2,0.4,0.4,0.5,0.5,0.2,0.3,0.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Diagne, Khaly",Lab for CHEM 2313,24,13953,0.0,-0.7,-0.6,-0.2,-0.1,0.0,0.6,-0.4,-0.4,0.3,0.4,0.6,0.7,0.8,0.5,0.0,0.5,0.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Smith, Sam Jackson",Lab for CHEM 2313,25,13954,0.2,-0.5,-1.4,0.0,0.6,0.5,0.8,0.4,-0.4,0.0,0.4,0.6,0.9,0.8,0.5,0.7,0.5,0.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Smith, Sam Jackson",Lab for CHEM 2313,26,13955,1.2,1.5,1.3,0.8,0.6,0.4,0.4,0.0,-0.7,0.0,0.4,0.6,0.9,1.0,0.5,0.4,0.3,0.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wei, Yun",Lab for CHEM 2313,27,13956,0.2,-0.3,-0.2,0.0,0.6,0.5,0.6,0.4,-0.2,0.0,0.2,0.4,0.3,0.0,-0.1,-0.3,0.3,0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wei, Yun",Lab for CHEM 2313,28,13957,0.5,0.8,0.7,-0.2,0.2,-0.3,0.3,0.2,-0.8,-0.3,-0.2,0.0,-0.3,-0.9,-0.5,-0.7,-0.2,-0.4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Smith, Sam Jackson",Lab for CHEM 2313,301,20828,1.2,1.3,1.4,1.0,0.6,0.7,0.8,0.8,0.1,0.8,0.4,0.6,0.9,1.0,0.7,0.7,0.5,0.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Diagne, Khaly",Lab for CHEM 2313,31,13958,1.2,2.0,2.1,0.5,0.1,-0.3,0.3,0.3,0.1,0.3,0.4,0.6,0.4,0.5,0.2,-0.3,0.0,-0.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Diagne, Khaly",Lab for CHEM 2313,32,13959,1.2,-1.2,-1.1,1.0,0.6,0.7,0.8,0.6,-0.4,0.3,0.4,0.6,0.9,1.0,0.7,0.0,0.5,0.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ahn, Jiyoun",Lab for CHEM 2313,33,13960,1.2,0.0,0.1,1.0,0.6,0.7,0.8,0.8,0.6,0.8,0.4,0.6,0.9,1.0,0.7,0.7,0.5,0.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wei, Yun",Lab for CHEM 2313,35,15185,1.2,2.5,2.6,1.0,0.6,-1.3,0.8,-1.2,-1.4,-0.2,0.4,0.6,0.9,1.0,0.7,0.7,0.5,0.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ahn, Jiyoun",Lab for CHEM 2313,36,15186,1.2,1.0,-0.4,1.0,0.4,0.5,0.8,0.0,-0.4,0.6,0.4,0.6,0.9,0.6,0.7,0.5,0.5,0.3,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cai, Jiansong",Lab for CHEM 2313,37,15204,1.2,2.5,2.6,1.0,0.6,0.7,0.8,0.8,0.6,0.8,0.4,0.6,0.9,1.0,0.7,0.7,0.5,0.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lin, Jiachen",Lab for CHEM 2313,38,15205,1.2,0.8,0.9,-0.7,0.3,0.4,0.8,0.5,-0.1,0.1,0.1,0.3,0.6,0.7,0.7,0.0,0.2,0.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sun, Tingyu",Lab for CHEM 2313,39,15206,1.2,-2.5,-2.4,-4.0,0.6,0.7,-0.2,0.8,-0.4,-0.2,-0.6,-0.4,-0.1,1.0,0.7,-0.3,0.5,-0.5,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wei, Yun",Lab for CHEM 2313,41,15547,1.0,0.8,0.6,0.8,0.4,0.5,0.1,0.1,-0.4,-0.4,0.4,-0.1,-0.6,-0.5,0.2,-0.3,0.0,-0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wei, Yun",Lab for CHEM 2313,42,15548,-0.3,-1.2,-1.1,-0.2,0.4,0.5,0.8,0.6,-0.1,0.1,0.2,0.4,0.4,0.5,0.5,-0.3,0.3,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wei, Yun",Lab for CHEM 2313,45,15551,-0.3,-2.5,-2.4,-1.7,0.1,-1.5,0.1,0.1,-0.9,0.3,-0.1,0.4,0.2,-0.2,0.5,-0.5,0.3,-0.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wei, Yun",Lab for CHEM 2313,46,15552,0.2,-0.5,-0.4,0.0,0.4,-0.1,0.6,0.4,0.2,0.2,0.2,0.2,0.3,0.2,0.5,0.5,0.3,0.1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trombley, Roger",Lab for CHEM 2313,47,20287,0.2,1.5,1.6,0.0,-0.4,-0.3,-0.2,-0.2,-0.4,-0.2,-0.6,-0.4,-0.1,-1.0,-0.3,-0.3,-0.5,-0.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shafique, Atif",Lab for CHEM 2313,48,20829,-0.8,-1.7,-1.6,-0.2,-0.1,0.2,0.3,-0.4,-0.6,-0.7,-0.3,-0.1,-0.3,0.0,0.2,-1.0,-0.2,-0.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shafique, Atif",Lab for CHEM 2313,49,20830,-0.1,1.2,1.3,-0.3,-0.7,-0.6,-0.5,-0.5,-0.7,-0.5,-0.6,-0.4,-0.8,-0.7,-0.3,-0.6,-1.2,-1.2,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Smith, Sam Jackson",Lab for CHEM 2313,50,20831,-0.5,0.2,0.3,-1.0,0.3,0.4,-0.5,-0.2,-0.1,-0.2,0.4,0.6,0.9,1.0,0.7,0.7,0.5,0.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Smith, Sam Jackson",Lab for CHEM 2313,51,20832,1.2,2.5,2.6,1.0,0.6,0.7,0.8,0.8,0.6,-1.2,0.4,0.6,0.9,1.0,0.7,0.7,0.5,0.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Smith, Sam Jackson",Lab for CHEM 2313,52,20833,0.5,0.2,0.3,0.3,-0.1,0.0,0.1,-0.2,-0.7,-0.5,-0.3,-0.1,0.2,0.3,-0.6,-0.3,-0.5,-0.2,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Smith, Sam Jackson",Lab for CHEM 2313,53,20834,0.7,2.0,1.6,1.0,0.1,0.2,0.8,-0.7,0.1,0.3,0.4,0.1,0.9,0.5,-0.8,0.7,0.5,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oyelaran, Oyindasola",Org Chm 2: Chem Maj,01,14588,1.0,-0.5,-0.1,0.8,0.4,0.5,0.7,0.7,0.6,0.8,0.4,0.6,0.9,0.6,0.4,0.4,0.1,0.4,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marusyk, Yuliya",Lab for CHEM 2317,01,14589,0.7,-2.0,-1.9,0.8,0.6,0.5,0.6,0.5,0.3,0.6,0.4,0.6,0.7,0.8,0.4,0.0,0.2,0.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marusyk, Yuliya",Lab for CHEM 2317,02,14590,0.7,2.0,2.1,0.5,0.6,0.7,0.8,0.8,0.6,0.8,-0.1,0.6,0.4,0.5,0.7,0.2,0.5,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mabrouk, Patricia",Analytical Chemistry,01,13947,-0.4,-0.2,0.3,-0.1,0.3,0.0,0.1,0.3,0.1,0.1,0.1,-0.2,-0.2,0.5,-0.4,0.4,0.0,0.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oliveira Tavares Lima, Andresa",Lab for CHEM 2321,01,15413,0.2,0.5,0.6,0.5,0.1,0.2,0.1,0.0,0.3,0.1,-0.1,0.3,0.1,0.3,-0.6,-0.5,0.0,-0.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ehlert, Asami",Lab for CHEM 2321,02,14127,0.0,1.3,1.4,-0.2,0.6,0.7,0.8,0.8,0.6,0.8,0.4,0.6,0.9,1.0,0.7,0.7,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mabrouk, Patricia",Recitation for CHEM 2321,01,14591,-0.7,-0.1,0.0,-0.6,0.2,0.3,0.2,0.4,0.2,0.2,0.2,-0.1,0.5,0.6,0.4,0.4,0.1,0.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oyelaran, Oyindasola",Recitation for CHEM 2317,01,14592,1.2,-2.5,-2.4,1.0,-0.4,-0.3,0.8,0.8,0.6,0.8,0.4,0.6,0.9,1.0,0.7,0.7,0.5,0.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Braide-Moncoeur, Otonye",Bioanalytical Chemistry,01,16123,0.4,0.4,1.2,0.5,0.0,-0.1,0.3,0.1,0.3,0.3,0.2,0.2,0.2,0.4,0.4,0.5,0.3,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sivasankar, Durgalakshmi",Lab for CHEM 3331,01,16124,0.7,0.8,-0.3,0.9,0.2,0.2,0.2,0.1,0.1,0.3,0.2,0.4,0.5,0.0,0.5,0.3,0.1,0.1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sivasankar, Durgalakshmi",Lab for CHEM 3331,02,16125,1.1,0.4,0.5,0.4,0.6,0.7,0.7,0.3,0.0,0.4,0.4,0.6,0.9,0.9,0.7,0.6,0.5,0.4,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mukerjee, Sanjeev",Chem Thermodynamics  Kinetics,01,13934,0.0,-1.0,-1.2,-0.3,0.2,-0.2,-0.4,-0.3,-0.2,-0.2,-0.1,-1.1,-0.3,0.1,0.2,0.5,-0.1,0.1,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Donnelly, Daniel",Lab for CHEM 3401,01,13935,1.2,-0.6,-1.1,0.1,0.5,0.3,0.7,0.1,0.0,0.4,0.4,0.6,0.7,0.9,0.5,0.3,0.5,0.5,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Matthew, Daniel",Quantum Chem and Spectroscopy,01,13130,0.6,-0.5,-0.4,1.0,0.4,0.7,0.8,0.6,0.4,0.6,0.4,0.4,0.7,0.8,0.7,0.7,0.5,0.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chambers, Daniel",Lab for CHEM 3403,01,12700,0.2,-2.5,-2.4,1.0,-1.4,-0.3,-0.2,-1.2,-1.4,-1.2,-0.6,-0.4,-0.1,0.0,-0.3,-0.3,0.5,-0.5,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chambers, Daniel",Lab for CHEM 3403,02,12701,1.2,0.8,0.9,1.0,0.6,0.7,0.8,0.8,0.6,0.8,0.4,0.6,0.9,1.0,0.7,0.7,0.5,0.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tian, Zhenyu",Environmental Geochemistry,01,20166,-0.6,-0.1,-0.3,-0.2,-0.4,-0.6,-0.9,-0.4,0.2,-0.5,-0.5,-0.8,-0.9,-0.2,-0.4,-0.2,-0.2,-0.3,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Murga, Leonel",Physical Chemistry,01,12163,0.1,-0.4,-0.5,0.2,-0.3,-0.4,-0.5,-0.5,0.1,-0.3,-0.2,-0.6,-0.3,-0.6,-0.5,-0.3,-0.2,-0.4,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stevens, Emma",Lab for CHEM 3431,02,12164,0.7,0.5,0.6,0.7,0.1,0.4,0.5,0.0,0.1,-0.2,-0.1,0.1,0.6,0.5,-0.6,-0.1,-0.3,-0.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stevens, Emma",Lab for CHEM 3431,04,12165,-0.2,-0.5,-0.4,0.0,0.2,0.1,0.0,0.0,-0.2,0.0,0.2,0.2,0.5,0.4,0.3,0.7,0.5,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Salguero, Christian",Lab for CHEM 3431,05,15169,0.6,0.0,0.1,0.8,0.1,0.5,0.6,0.5,0.3,0.5,-0.1,0.4,0.7,1.0,0.5,0.7,0.5,0.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kirss, Rein",Bioinorganic Chemistry,01,12927,0.8,1.1,0.0,0.9,0.5,0.4,0.8,0.1,0.5,0.7,0.4,0.5,0.5,0.7,0.4,0.6,0.4,0.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kirss, Rein",Lab for CHEM 3505,01,12928,0.5,0.0,-1.1,-0.7,0.6,0.5,0.8,0.6,0.4,0.3,0.4,0.4,0.7,0.8,0.2,0.5,0.3,0.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kirss, Rein",Recitation for CHEM 3505,01,13146,0.5,0.8,0.9,0.7,0.3,0.7,0.5,0.5,0.6,0.5,0.4,0.6,0.6,0.7,0.4,0.4,0.5,0.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanson, Robert",Organic Chemistry 3,01,12193,-0.5,-0.8,-0.6,-0.6,-0.7,0.0,-0.4,0.0,-0.1,0.1,0.0,-0.3,-0.7,0.1,-0.3,0.5,0.3,0.3,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanson, Robert",Lab for CHEM 4456,01,12194,-1.2,-0.7,-1.0,-0.6,-0.8,-0.4,0.3,-0.2,0.1,-0.1,0.0,-0.1,0.0,0.0,-0.2,0.1,0.4,0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trombley, Roger",Lab for CHEM 4456,01,12194,-1.2,-0.7,-1.0,-0.6,-0.8,-0.4,0.3,-0.2,0.1,-0.1,0.4,0.6,0.9,0.9,0.7,0.7,0.5,0.4,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fulton, Brian",Intro to Spectr of Org Compnds,01,12239,0.2,-2.5,-2.4,0.7,0.3,0.0,0.5,-0.2,0.3,0.8,0.1,0.3,0.2,-0.3,0.0,0.0,0.2,-0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fulton, Brian",ID of Org Compounds,01,10089,0.5,-2.5,-2.4,0.7,0.3,-0.6,-0.9,0.1,0.3,0.5,-0.9,-0.7,0.2,0.3,0.0,0.4,-0.2,-0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"O'Doherty, George",Chemical Safety,01,14268,-0.7,0.8,1.3,0.0,-0.3,-0.7,-0.6,-0.6,-1.5,-1.0,-0.3,-0.6,0.0,0.0,-0.2,-0.2,-0.3,-0.2,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hardy, Mark",Intro Glycobio  Glycoprotein,01,12056,0.0,1.3,0.9,-0.2,0.6,0.7,0.8,0.3,0.6,0.6,0.4,0.6,0.9,0.8,0.0,0.7,0.5,0.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Auclair, Jared",Intro Glycobio  Glycoprotein,02,12685,-0.5,0.5,0.6,0.5,-0.9,-1.0,-0.4,-0.4,-0.6,-0.4,-0.8,-0.6,-0.3,0.5,0.2,0.0,0.3,-0.5,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Agar, Jeffrey",Princpls of Mass Spectrometry,01,16984,1.1,2.4,2.4,0.4,0.4,0.6,0.5,0.5,0.5,0.7,0.2,0.2,0.7,0.9,0.6,0.7,0.5,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
